	flight_id	airline	origin_airport	destination_airport	flight_number	delay_reason	departure_delay	scheduled_trip_time	scheduled_departure	scheduled_arrival	day_of_week	day_of_month	month
380288	380288	WN	BOS	MKE	4543	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380315	380315	B6	BOS	EWR	2279	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
380418	380418	B6	BOS	RIC	1481	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380420	380420	B6	BOS	AUS	1039	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380427	380427	UA	BOS	EWR	1475	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380492	380492	US	BOS	LGA	2135	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
380534	380534	DL	BOS	SLC	2083	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380555	380555	UA	BOS	ORD	1037	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380588	380588	AA	BOS	DFW	1318	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380697	380697	US	BOS	PHL	1917	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380703	380703	US	BOS	DCA	2103	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380705	380705	US	BOS	LGA	2137	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
380781	380781	AA	BOS	LAX	201	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380815	380815	B6	BOS	DFW	215	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380816	380816	B6	BOS	SAN	619	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	1	26	4
380821	380821	B6	BOS	DTW	1137	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380824	380824	B6	BOS	HOU	1031	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380825	380825	B6	BOS	TPA	2191	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380867	380867	DL	BOS	LGA	2667	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
380871	380871	EV	BOS	RIC	5019	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
380916	380916	UA	BOS	IAH	676	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380932	380932	AA	BOS	ORD	289	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
380974	380974	WN	BOS	HOU	1700	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381049	381049	DL	BOS	ATL	1501	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381097	381097	WN	BOS	BWI	3297	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
381111	381111	B6	BOS	ORD	111	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381156	381156	VX	BOS	LAX	363	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	1	26	4
381180	381180	B6	BOS	DCA	289	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
381223	381223	B6	BOS	MCO	51	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381300	381300	UA	BOS	EWR	1623	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
381320	381320	UA	BOS	DEN	1690	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381324	381324	US	BOS	PHL	1826	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
381450	381450	AS	BOS	SEA	25	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381537	381537	B6	BOS	SRQ	741	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381574	381574	B6	BOS	JFK	617	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
381634	381634	AA	BOS	MIA	1541	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381719	381719	B6	BOS	PBI	221	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381748	381748	US	BOS	DCA	2105	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
381750	381750	US	BOS	LGA	2139	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
381822	381822	B6	BOS	PHL	459	AIR_SYSTEM	LARGE_DELAY	MID_FLIGHT	MORNING	MORNING	1	26	4
381844	381844	DL	BOS	MSP	819	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
381853	381853	DL	BOS	LGA	2669	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
381930	381930	UA	BOS	SFO	1610	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382010	382010	US	BOS	CLT	466	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
382028	382028	B6	BOS	FLL	569	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382089	382089	B6	BOS	LAX	287	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382113	382113	WN	BOS	DEN	1181	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382123	382123	B6	BOS	RSW	465	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382204	382204	DL	BOS	ATL	1601	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382285	382285	B6	BOS	LAS	1077	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	1	26	4
382318	382318	UA	BOS	IAH	1509	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
382335	382335	US	BOS	PHL	1701	AIR_SYSTEM	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
382371	382371	B6	BOS	SFO	133	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
382375	382375	B6	BOS	RDU	1383	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
382382	382382	DL	BOS	MCO	1315	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382426	382426	UA	BOS	EWR	319	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
382527	382527	B6	BOS	SAV	49	AIRLINE	MID_DELAY	MID_FLIGHT	MORNING	MORNING	1	26	4
382699	382699	B6	BOS	MCO	151	AIRLINE	LARGE_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
382702	382702	EV	BOS	JAX	5184	None	SMALL_DELAY	LONG_FLIGHT	MORNING	MORNING	1	26	4
382713	382713	B6	BOS	CLT	1245	AIRLINE	MID_DELAY	MID_FLIGHT	MORNING	MORNING	1	26	4
382763	382763	DL	BOS	DTW	1583	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
382821	382821	WN	BOS	MCI	845	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382832	382832	DL	BOS	JFK	1849	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
382866	382866	US	BOS	DCA	2107	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	1	26	4
382868	382868	US	BOS	LGA	2141	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
382872	382872	VX	BOS	SFO	351	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
382906	382906	AA	BOS	LAX	25	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
382922	382922	B6	BOS	DEN	493	None	ON_TIME	LONG_FLIGHT	MORNING	MORNING	1	26	4
382923	382923	B6	BOS	STT	807	AIRLINE	LARGE_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
382943	382943	DL	BOS	LGA	2671	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
382984	382984	B6	BOS	RIC	1081	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
382996	382996	DL	BOS	LAX	2531	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383062	383062	UA	BOS	ORD	1760	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
383183	383183	B6	BOS	RSW	665	AIRLINE	LARGE_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383261	383261	B6	BOS	SJU	61	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383301	383301	AA	BOS	DFW	1027	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383365	383365	US	BOS	PHL	1809	AIR_SYSTEM	MID_DELAY	MID_FLIGHT	MORNING	MORNING	1	26	4
383368	383368	US	BOS	CLT	522	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
383427	383427	UA	BOS	EWR	657	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
383481	383481	UA	BOS	IAD	363	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
383490	383490	B6	BOS	EWR	2379	AIRLINE	MID_DELAY	SHORT_FLIGHT	MORNING	MORNING	1	26	4
383510	383510	US	BOS	PHX	510	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383527	383527	AA	BOS	JFK	84	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
383629	383629	DL	BOS	ATL	1701	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383699	383699	WN	BOS	BWI	3300	None	SMALL_DELAY	MID_FLIGHT	MORNING	MORNING	1	26	4
383781	383781	B6	BOS	JAX	1109	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383828	383828	UA	BOS	IAH	994	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
383833	383833	EV	BOS	CLE	3955	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
383862	383862	US	BOS	DCA	2109	None	ON_TIME	MID_FLIGHT	MORNING	MORNING	1	26	4
383864	383864	US	BOS	LGA	2143	None	ON_TIME	SHORT_FLIGHT	MORNING	MORNING	1	26	4
383926	383926	DL	BOS	LGA	2673	None	SMALL_DELAY	SHORT_FLIGHT	MORNING	MORNING	1	26	4
383981	383981	B6	BOS	SEA	597	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384059	384059	AA	BOS	ORD	160	AIRLINE	LARGE_DELAY	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
384351	384351	B6	BOS	RSW	965	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384374	384374	B6	BOS	CHS	1667	AIRLINE	MID_DELAY	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
384400	384400	B6	BOS	RDU	1083	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
384457	384457	DL	BOS	DTW	1342	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
384484	384484	OO	BOS	ORD	5204	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
384503	384503	VX	BOS	LAS	913	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384590	384590	B6	BOS	FLL	2269	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384623	384623	UA	BOS	SFO	1723	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384624	384624	B6	BOS	JFK	717	AIRLINE	SMALL_DELAY	SHORT_FLIGHT	MORNING	MORNING	1	26	4
384667	384667	B6	BOS	PBI	1921	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384688	384688	NK	BOS	RSW	239	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384774	384774	DL	BOS	MCO	2611	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384873	384873	US	BOS	DCA	2111	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
384875	384875	US	BOS	LGA	2145	None	ON_TIME	SHORT_FLIGHT	MORNING	AFTERNOON	1	26	4
384920	384920	B6	BOS	MCO	451	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384931	384931	DL	BOS	ATL	1801	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
384940	384940	DL	BOS	LGA	2675	None	ON_TIME	SHORT_FLIGHT	MORNING	AFTERNOON	1	26	4
384991	384991	AA	BOS	MIA	1582	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
385000	385000	US	BOS	CLT	1980	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
385269	385269	WN	BOS	ATL	362	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
385276	385276	B6	BOS	ORD	311	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
385354	385354	DL	BOS	MSP	829	None	ON_TIME	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
385411	385411	US	BOS	PHL	1827	AIR_SYSTEM	MID_DELAY	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
385553	385553	AA	BOS	DFW	1186	None	SMALL_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
385698	385698	B6	BOS	TPA	391	AIRLINE	MID_DELAY	LONG_FLIGHT	MORNING	AFTERNOON	1	26	4
385850	385850	WN	BOS	BWI	319	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
385878	385878	AA	BOS	ORD	187	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
385897	385897	B6	BOS	PHL	759	AIR_SYSTEM	LARGE_DELAY	MID_FLIGHT	MORNING	AFTERNOON	1	26	4
385912	385912	US	BOS	DCA	2113	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
385914	385914	US	BOS	LGA	2147	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
385972	385972	DL	BOS	LGA	2677	LATE_AIRCRAFT	SMALL_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386130	386130	B6	BOS	JFK	117	LATE_AIRCRAFT	MID_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386137	386137	DL	BOS	ATL	1901	None	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386158	386158	B6	BOS	RIC	781	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386242	386242	UA	BOS	ORD	555	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386381	386381	US	BOS	PHL	2033	AIR_SYSTEM	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386411	386411	DL	BOS	JFK	763	None	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386448	386448	DL	BOS	DTW	159	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386488	386488	WN	BOS	MDW	3925	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386557	386557	WN	BOS	BNA	48	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386623	386623	US	BOS	CLT	2046	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
386870	386870	US	BOS	DCA	2115	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387099	387099	B6	BOS	MSY	401	AIRLINE	LARGE_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387201	387201	AA	BOS	DFW	2470	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387406	387406	US	BOS	PHL	1775	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387446	387446	DL	BOS	ATL	981	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387607	387607	B6	BOS	JAX	1209	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387640	387640	B6	BOS	PBI	821	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387818	387818	B6	BOS	BUF	1615	AIRLINE	MID_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387823	387823	B6	BOS	SJU	861	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
387826	387826	EV	BOS	CLE	4158	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387860	387860	AA	BOS	MIA	1033	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
387931	387931	US	BOS	DCA	2117	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388134	388134	AA	BOS	ORD	1551	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388146	388146	UA	BOS	EWR	1152	AIR_SYSTEM	LARGE_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388280	388280	DL	BOS	MSP	859	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388326	388326	B6	BOS	FLL	69	LATE_AIRCRAFT	LARGE_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388328	388328	B6	BOS	RSW	1065	LATE_AIRCRAFT	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
388360	388360	DL	BOS	DTW	1723	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388408	388408	EV	BOS	RIC	5114	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388564	388564	US	BOS	CLT	1915	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388587	388587	B6	BOS	JFK	417	AIR_SYSTEM	ON_TIME	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388662	388662	B6	BOS	ORD	1011	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388728	388728	B6	BOS	EWR	2579	AIR_SYSTEM	LARGE_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388821	388821	DL	BOS	ATL	105	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388877	388877	US	BOS	DCA	2119	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
388909	388909	B6	BOS	DFW	1115	AIRLINE	MID_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
389010	389010	WN	BOS	BWI	1061	AIR_SYSTEM	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389301	389301	WN	BOS	ATL	3476	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
389354	389354	UA	BOS	DEN	1219	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
389359	389359	US	BOS	PHL	714	LATE_AIRCRAFT	LARGE_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389401	389401	B6	BOS	CLT	1445	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389490	389490	B6	BOS	DCA	889	AIRLINE	MID_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389573	389573	AA	BOS	ORD	1063	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389608	389608	B6	BOS	BWI	1027	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389711	389711	B6	BOS	MCO	951	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
389830	389830	B6	BOS	DTW	1237	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
389837	389837	NK	BOS	PBI	203	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
389889	389889	US	BOS	DCA	2121	None	ON_TIME	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
389915	389915	WN	BOS	CAK	4256	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
389945	389945	DL	BOS	ATL	2477	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
389983	389983	DL	BOS	MSP	2027	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390013	390013	WN	BOS	MDW	1425	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390023	390023	B6	BOS	RDU	2783	LATE_AIRCRAFT	LARGE_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390124	390124	B6	BOS	IAD	357	AIRLINE	MID_DELAY	MID_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
390133	390133	UA	BOS	EWR	1611	AIR_SYSTEM	MID_DELAY	SHORT_FLIGHT	AFTERNOON	AFTERNOON	1	26	4
390169	390169	AA	BOS	LAX	165	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390215	390215	US	BOS	PHX	629	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390405	390405	B6	BOS	LGB	405	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390440	390440	B6	BOS	RIC	1281	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390526	390526	DL	BOS	DTW	1523	AIRLINE	MID_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390642	390642	B6	BOS	PIT	1685	AIRLINE	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390686	390686	B6	BOS	MCO	1351	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390743	390743	UA	BOS	IAH	1644	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390745	390745	B6	BOS	TPA	691	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390789	390789	WN	BOS	MCI	4669	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390827	390827	AA	BOS	ORD	1065	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390829	390829	B6	BOS	SAN	19	LATE_AIRCRAFT	LARGE_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390845	390845	US	BOS	PHL	1726	None	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390849	390849	US	BOS	CLT	1945	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390851	390851	US	BOS	DCA	2123	AIR_SYSTEM	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
390984	390984	WN	BOS	HOU	749	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390992	390992	AA	BOS	MIA	1533	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
390996	390996	AS	BOS	PDX	33	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391187	391187	B6	BOS	DCA	989	AIR_SYSTEM	ON_TIME	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
391194	391194	NK	BOS	FLL	615	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391250	391250	DL	BOS	ATL	1948	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391317	391317	WN	BOS	BWI	172	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
391375	391375	UA	BOS	ORD	1118	None	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
391381	391381	UA	BOS	SFO	503	None	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391396	391396	US	BOS	PHL	738	WEATHER	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
391482	391482	B6	BOS	PHX	603	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391619	391619	B6	BOS	BUF	1915	WEATHER	MID_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
391702	391702	VX	BOS	LAX	367	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391726	391726	AA	BOS	DFW	1124	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391848	391848	DL	BOS	CVG	62	LATE_AIRCRAFT	SMALL_DELAY	MID_FLIGHT	AFTERNOON	EVENING	1	26	4
391942	391942	AA	BOS	ORD	1670	None	ON_TIME	LONG_FLIGHT	AFTERNOON	EVENING	1	26	4
391982	391982	US	BOS	DCA	2125	AIR_SYSTEM	ON_TIME	MID_FLIGHT	EVENING	EVENING	1	26	4
392104	392104	B6	BOS	BWI	827	AIR_SYSTEM	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	1	26	4
392252	392252	AS	BOS	SAN	769	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	1	26	4
392486	392486	DL	BOS	DTW	1623	None	SMALL_DELAY	MID_FLIGHT	EVENING	EVENING	1	26	4
392520	392520	B6	BOS	IAD	1257	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	EVENING	EVENING	1	26	4
392525	392525	DL	BOS	ATL	2510	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	1	26	4
392569	392569	AS	BOS	SEA	15	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	EVENING	EVENING	1	26	4
392847	392847	VX	BOS	SFO	357	None	ON_TIME	LONG_FLIGHT	EVENING	EVENING	1	26	4
392876	392876	US	BOS	DCA	2127	AIR_SYSTEM	ON_TIME	MID_FLIGHT	EVENING	EVENING	1	26	4
393001	393001	B6	BOS	FLL	469	AIR_SYSTEM	ON_TIME	LONG_FLIGHT	EVENING	EVENING	1	26	4
393577	393577	B6	BOS	DEN	993	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	1	26	4
393770	393770	B6	BOS	RIC	381	WEATHER	MID_DELAY	MID_FLIGHT	EVENING	EVENING	1	26	4
393814	393814	B6	BOS	LAS	777	AIRLINE	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	1	26	4
394183	394183	B6	BOS	MCO	1451	LATE_AIRCRAFT	SMALL_DELAY	LONG_FLIGHT	EVENING	EVENING	1	26	4
394395	394395	B6	BOS	DCA	1189	LATE_AIRCRAFT	MID_DELAY	MID_FLIGHT	EVENING	EVENING	1	26	4
415350	415350	DL	BOS	DTW	1342	None	ON_TIME	MID_FLIGHT	MORNING	AFTERNOON	3	28	5
